GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
Id,Id2,Geography,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - White,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - White,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - White,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - White,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Black or African American,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Black or African American,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Black or African American,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Black or African American,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - American Indian and Alaska Native,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Asian,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Asian,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Asian,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Asian,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Some other race,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Some other race,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Some other race,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - One race-- - Some other race,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Two or more races,Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Two or more races,Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Two or more races,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Two or more races,Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Hispanic or Latino origin (of any race),Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Hispanic or Latino origin (of any race),Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - Hispanic or Latino origin (of any race),"Total; Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - White alone, not Hispanic or Latino","Total; Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - White alone, not Hispanic or Latino","Median income (dollars); Estimate; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Households - White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children under 18 years,Total; Margin of Error; FAMILIES - Families - With own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children under 18 years,Total; Estimate; FAMILIES - Families - With no own children under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
0500000US01003,01003,"Baldwin County, Alabama",69338,3029,49119,3174,87.9,1.6,53263,2354,10.0,1.3,24333,8098,N,N,N,N,N,N,-,**,N,N,-,**,N,N,52964,42824,N,N,N,N,N,N,21713,16616,86.7,1.4,53662,2173,4.3,1.5,30389,9269,35.0,1.7,56926,3574,33.5,1.8,60446,9760,27.2,1.7,34081,3284,50267,2926,57938,4059,41.9,2.9,60234,8454,58.1,2.9,56817,5192,81.1,2.8,65857,5285,14.8,2.4,28791,9516,4.1,1.6,46962,11854,19071,2420,24862,2514,54.9,5.5,21452,2505,49.3,6.1,20328,2790,5.6,3.3,51458,32863,45.1,5.5,32345,8853,31.2,5.8,28052,9903,13.9,6.4,36420,17829,34.6,(X),(X),(X),32.6,(X),(X),(X),38.0,(X),(X),(X)
0500000US01015,01015,"Calhoun County, Alabama",46785,1302,37074,1987,78.3,1.7,41596,3821,20.1,1.7,21034,4671,N,N,-,**,N,N,N,N,N,N,-,**,N,N,N,N,N,N,-,**,N,N,N,N,77.1,1.7,42051,3775,6.6,1.6,18178,3731,31.0,1.9,42046,4377,37.6,2.2,48768,4761,24.7,1.5,25730,2424,32062,1657,48089,3883,N,N,45581,9993,N,N,48701,3902,N,N,61256,6174,N,N,19184,5920,N,N,35182,10322,14723,1381,18051,2505,63.7,4.5,14967,2099,57.6,5.2,14104,2744,6.2,2.6,29759,38202,36.3,4.5,26977,7423,27.1,4.6,23556,4063,9.2,3.3,42483,43349,30.6,(X),(X),(X),30.1,(X),(X),(X),30.4,(X),(X),(X)
0500000US01043,01043,"Cullman County, Alabama",31269,1177,39095,5825,96.4,1.2,38149,5822,N,N,63245,37326,N,N,N,N,N,N,-,**,N,N,-,**,N,N,49842,11561,N,N,N,N,N,N,26881,17059,93.5,1.6,39741,5775,3.1,1.6,22535,12446,33.8,2.8,45350,5520,38.4,2.2,50262,7936,24.7,1.9,26062,5212,21911,1377,49989,5771,N,N,48452,6202,N,N,52628,6392,N,N,56725,3184,N,N,21294,4475,N,N,28104,6861,9358,1300,20893,3491,47.7,5.9,16639,4445,44.3,5.4,15644,3162,3.4,3.0,55640,32075,52.3,5.9,25749,4653,42.7,6.9,23632,6643,9.6,6.6,27940,6674,25.5,(X),(X),(X),25.9,(X),(X),(X),24.6,(X),(X),(X)
0500000US01049,01049,"DeKalb County, Alabama",25102,1229,35680,5829,95.4,1.0,36446,6954,N,N,16750,11214,N,N,N,N,N,N,74079,10775,N,N,-,**,N,N,N,N,N,N,37867,7347,N,N,N,N,92.3,1.7,36254,6992,1.6,1.4,32969,24605,35.0,3.2,32373,13955,39.0,3.4,44366,3367,24.5,2.8,22114,5368,17546,1520,43315,4332,N,N,39837,15381,N,N,45941,10372,N,N,47469,9806,N,N,17037,7410,N,N,52813,31123,7556,1286,16415,2514,59.3,8.3,12492,3877,56.9,8.4,12282,2949,2.4,2.6,35439,10464,40.7,8.3,26199,17381,36.7,8.1,24141,13355,4.0,3.1,48060,19675,26.1,(X),(X),(X),25.9,(X),(X),(X),26.6,(X),(X),(X)
0500000US01051,01051,"Elmore County, Alabama",25245,1013,49495,5394,81.9,2.2,53556,4026,16.6,2.1,33640,5486,N,N,-,**,N,N,N,N,N,N,-,**,N,N,N,N,N,N,N,N,N,N,32115,27453,81.6,2.3,53565,4011,4.9,2.1,33561,7292,39.7,3.2,53824,8305,37.2,2.6,57889,6692,18.2,1.6,32196,5206,18940,1316,59929,6736,N,N,62614,9382,N,N,55185,9743,N,N,70079,6453,N,N,27821,4251,N,N,43846,23193,6305,1034,31849,6101,50.4,8.3,22202,4420,41.9,8.9,21129,3263,8.5,5.0,27904,12179,49.6,8.3,38284,4250,38.6,9.3,33744,5659,11.0,7.5,39964,14448,21.1,(X),(X),(X),22.5,(X),(X),(X),17.0,(X),(X),(X)
0500000US01055,01055,"Etowah County, Alabama",43237,1288,34637,2831,83.0,1.2,38141,4046,14.7,1.4,25502,10555,N,N,27158,22515,N,N,"2,500-",***,N,N,-,**,N,N,N,N,N,N,58489,26660,N,N,22679,10086,81.8,1.3,38964,3940,4.8,1.5,25922,5708,36.2,2.0,38953,5703,34.8,2.1,43642,5670,24.2,1.5,24645,4050,30542,1594,41695,1792,44.3,3.5,40775,4803,55.7,3.5,42197,2798,71.5,4.0,52358,4208,18.0,3.2,25261,4756,10.5,3.4,29414,5996,12695,1466,18584,3685,54.5,5.4,16089,1874,51.5,5.7,15829,2063,3.0,2.0,45255,71077,45.5,5.4,24521,5095,39.6,5.0,24292,6609,5.8,3.0,25658,8069,24.3,(X),(X),(X),23.7,(X),(X),(X),22.9,(X),(X),(X)
0500000US01069,01069,"Houston County, Alabama",36296,892,40261,2483,73.8,1.4,48047,3919,23.9,1.3,24271,2980,N,N,35362,7321,N,N,36585,12985,N,N,-,**,N,N,N,N,N,N,53063,5147,N,N,27333,11531,73.0,1.4,48269,3885,4.1,0.9,23910,5440,35.1,1.6,44248,4860,38.9,1.3,48963,3358,21.9,1.2,30276,2796,24776,975,52580,3312,43.5,2.5,47897,6758,56.5,2.5,55909,4491,73.4,2.5,65730,5190,21.7,2.1,21898,2763,4.9,1.4,35938,10305,11520,978,22496,2187,54.7,4.2,18732,2510,49.0,4.0,16716,2210,5.7,1.9,42008,10609,45.3,4.2,27949,4352,38.3,4.6,26722,3384,7.0,2.7,62790,25492,26.8,(X),(X),(X),28.7,(X),(X),(X),22.1,(X),(X),(X)
0500000US01073,01073,"Jefferson County, Alabama",267097,4008,44925,1476,58.1,0.8,56304,2359,39.2,0.8,31177,1701,N,N,32377,12974,1.2,0.2,66285,25456,N,N,-,**,N,N,31212,15922,N,N,35664,8916,2.1,0.3,38119,13461,56.6,0.7,56943,2628,5.1,0.6,28344,6502,34.1,0.8,50449,2304,39.3,0.8,52561,2569,21.5,0.6,28103,2294,174992,4435,57303,2133,44.5,1.5,53177,3639,55.5,1.5,60280,2696,66.9,1.7,75166,2930,26.5,1.5,28660,2635,6.6,1.0,39255,8857,92105,4364,26968,1561,58.4,2.0,23031,2115,53.0,2.1,21509,1244,5.4,1.2,46116,7964,41.6,2.0,33900,2874,34.3,2.2,30625,2368,7.3,1.2,51006,6433,23.0,(X),(X),(X),24.3,(X),(X),(X),19.5,(X),(X),(X)
0500000US01077,01077,"Lauderdale County, Alabama",36555,1331,36899,2884,89.7,1.9,38676,2773,9.3,1.7,19704,6561,N,N,-,**,N,N,N,N,N,N,-,**,N,N,-,**,N,N,50147,14751,N,N,N,N,89.5,1.9,38733,2771,5.9,2.2,18125,13454,29.8,2.8,42996,6892,38.8,2.6,41504,5788,25.5,1.8,24946,4357,24604,1648,47815,6760,N,N,43063,7948,N,N,52072,8613,N,N,61043,5064,N,N,16198,6924,N,N,36851,17526,11951,1552,20071,2457,61.4,5.5,19186,2668,55.7,5.4,18359,2502,5.7,3.1,36771,18505,38.6,5.5,21268,4742,33.4,5.8,20724,5175,5.2,2.9,42950,32108,30.8,(X),(X),(X),30.7,(X),(X),(X),29.0,(X),(X),(X)
